0.0
0.95
0.95
1.0
1.45
1.0
0.5
1.0
0.5
0.5
1.45
1.45
0.5
1.5
0.5
1.0
0.95
1.0
0.95
1.45
0.95
1.45
0.95
0.5
1.45
1.0
1.45
1.0
0.5
1.0
1.0
0.95
1.45
1.0
1.45
0.95
0.5
1.45
1.45
0.95
1.45
1.0
1.45
0.95
1.0
1.45
15.7
0.95
1.95
7.3
0.95
1.95
0.5
1.45
0.95
1.5
1.45
0.5
1.95
1.0
0.95
1.0
1.95
0.95
1.95
2.5
2.9
0.95
2.0
0.95
1.0
1.45
1.95
0.95
1.45
0.5
1.95
1.45
1.45
1.45
1.0
1.95
0.5
1.9
1.0
1.45
0.95
0.5
1.45
1.45
1.45
1.45
0.5
1.0
1.0
1.45
0.95
1.95
0.95
1.45
1.0
1.45
1.45
1.45
1.0
1.45
0.5
2.0
1.9
0.95
1.0
0.5
0.5
1.0
0.5
1.45
1.0
1.9
1.45
1.45
0.95
1.0
0.95
1.0
0.95
1.0
2.95
1.4
1.9
1.95
3.9
1.45
1.95
2.35
2.35
1.0
1.0
0.95
1.0
1.45
0.95
1.45
0.95
1.0
1.45
1.45
0.95
1.45
0.95
1.45
1.45
0.95
1.45
0.95
0.5
1.5
0.0
1.0
1.45
1.0
0.5
1.45
0.95
1.0
1.45
0.5
1.0
1.0
1.45
1.0
0.5
1.0
1.45
1.0
1.0
1.0
0.95
1.0
1.45
0.5
1.45
