0.35
1.2
1.05
0.35
1.2
1.05
0.35
1.2
1.05
0.35
1.2
1.05
1.2
0.35
1.05
0.35
1.9
0.35
0.35
1.9
0.35
1.2
0.35
1.05
1.2
0.35
